calendar_days,ema_count_total,recency_n_valid_days,recency_mean,baseline28_n_valid_days,baseline28_ema_count,baseline56_n_valid_days,baseline56_ema_count,historical_gate_met,state,baseline_mean,baseline_sd,deviation_z,deviation_pct,meaningful_change,uid,report_date,reason
1341,175,0.0,,0.0,1.0,0.0,3.0,False,B,,,,,,713a6a94988cc13bf0bb50ad0cb0a015,2022-06-15,partial history: below 28-day comparative gate
733,58,6.0,6865.5229500795,27.0,1.0,49.0,1.0,False,B,,,,,,6b4ad83b4ee50566e899f3b6c0fb7864,2020-10-08,partial history: below 28-day comparative gate
1354,241,7.0,29322.675545811428,28.0,5.0,56.0,13.0,True,C,20710.980092864214,56638.27095604419,0.1520472872420589,41.58033764859973,False,62e43e3420646eaa7ecb44636abda31a,2022-06-15,
1337,191,0.0,,0.0,1.0,0.0,1.0,False,B,,,,,,a2949761d01e0f82cdbcc71231431959,2022-05-23,partial history: below 28-day comparative gate
740,90,7.0,22566.339983780003,18.0,6.0,34.0,10.0,False,B,,,,,,632503a1df16a201a0fc5a1b91d3b01c,2020-10-15,partial history: below 28-day comparative gate
1347,170,0.0,,0.0,1.0,0.0,1.0,False,B,,,,,,b5dea997cb5e8f17d428c5047a9a1c08,2022-06-15,partial history: below 28-day comparative gate
364,19,,,,,,,,A,,,,,,1badfae62cc1b76787d4f8beb68737bf,2020-03-27,below descriptive sufficiency gate
1353,166,6.0,9567.178342603333,28.0,5.0,54.0,8.0,True,C,5085.847362121429,12753.59071064777,0.35137798304445444,88.11375295802493,False,8c644d8cbd193c5575bb826a8abaa245,2022-06-15,
1217,196,1.0,20057.7788003,26.0,5.0,54.0,9.0,True,C,25686.655871769304,42495.110065985435,,,,964412e1937376da4b5a70412a600bc9,2022-01-30,insufficient recent data (<4 days) for deviation statement
210,18,6.0,24747.88756524,28.0,0.0,56.0,0.0,False,B,,,,,,8479552e5849c2f93e5f8ab1720ed78b,2019-06-03,partial history: below 28-day comparative gate
1360,416,7.0,31526.993841505715,28.0,10.0,56.0,19.0,True,C,41079.59947119537,69733.03056141846,-0.1369882472163037,-23.253891840858504,False,c37f9221f44e9ca35a49180dc05a7587,2022-06-15,
1343,243,7.0,65442.179217354285,28.0,5.0,56.0,10.0,True,C,51220.865457338645,106103.56900074237,0.1340323788723463,27.764688536667606,False,d86f28a1830ecec98f00cd0fddf8b1ef,2022-06-13,
831,82,6.0,33452.830392188334,26.0,0.0,53.0,0.0,False,B,,,,,,c98557ba920872193b0d6d8d90ac2eb0,2021-01-09,partial history: below 28-day comparative gate
1343,385,7.0,7717.731465691286,28.0,7.0,56.0,11.0,True,C,1142.4251740379643,904.1517018896893,7.272348520619762,575.5568453041473,True,7d2c632a05bbb03ca97555d61be83c41,2022-06-15,
520,73,0.0,,0.0,0.0,0.0,1.0,False,B,,,,,,12e0a85ee9819ae1abeca0ccfaa52d13,2020-03-27,partial history: below 28-day comparative gate
1333,135,0.0,,0.0,0.0,0.0,0.0,False,B,,,,,,f578948fdf09c92bc603dae7400b6673,2022-06-15,partial history: below 28-day comparative gate
1334,219,6.0,24177.218761335,28.0,4.0,50.0,9.0,True,C,67945.01159876607,103244.69172387385,-0.4239229359557514,-64.4164918182543,False,aa77ecb82c267ad01e9899413f072025,2022-06-15,
788,82,6.0,23132.84720120333,28.0,2.0,52.0,2.0,False,B,,,,,,2c4f43b2212eee5ba69563f139911138,2021-01-08,partial history: below 28-day comparative gate
1057,159,7.0,56732.259780042856,28.0,5.0,56.0,10.0,True,C,55778.87170419212,43754.75007337887,0.021789361709342595,1.7092279688028966,False,1741432fb469dbbcd5a40599670c64ce,2021-09-08,
1354,180,7.0,81588.00754220856,28.0,4.0,56.0,8.0,True,C,30594.8479161189,63780.576124383115,0.7995092350160684,166.6723749237005,False,51ac1dd0849798d75614176ebff633be,2022-06-15,
1332,184,6.0,51905.03712625668,28.0,0.0,56.0,2.0,False,B,,,,,,4eeb9f06b3ff630aa8f81fd23e1dfe7b,2022-06-15,partial history: below 28-day comparative gate
1213,338,6.0,3124.8548704616674,28.0,3.0,56.0,5.0,False,C,3162.7659643127504,1162.8867266646332,-0.03260084837309891,-1.1986689587169903,False,ffc4b142e017c162ed4db7b05414fc4b,2022-02-17,
1346,214,0.0,,0.0,4.0,0.0,8.0,False,B,,,,,,e3d27e46b8e06963920efb69f95df6fc,2022-06-15,partial history: below 28-day comparative gate
1330,190,0.0,,0.0,6.0,0.0,12.0,False,B,,,,,,bdefb86f43d463ae4475291ec837f7d7,2022-06-15,partial history: below 28-day comparative gate
1332,183,5.0,49777.849884079995,28.0,0.0,56.0,1.0,False,B,,,,,,212521733ea8eeff63d997dc0213c692,2022-06-15,partial history: below 28-day comparative gate
1309,374,7.0,129743.38879982429,28.0,10.0,54.0,21.0,True,C,73039.21160646714,53768.578935266814,1.0545969098722985,77.63525364824223,True,35cf1abf179310dc33907d953f590366,2022-06-15,
1344,187,0.0,,0.0,2.0,0.0,5.0,False,B,,,,,,ac23ab17a31d1abeea72e408ac5871c1,2022-06-15,partial history: below 28-day comparative gate
966,128,6.0,33054.5615911335,28.0,3.0,56.0,4.0,False,C,3666.756703524122,7581.532419924914,3.8762354705990196,801.4659074425292,True,9a67ed145c6e7be55b1f744897316f71,2021-06-09,
4,0,,,,,,,,A,,,,,,e6d71fe4a3c10b075ae1cf51a2fe6cfd,2018-10-25,below no-data threshold
1235,74,6.0,2016.017051276667,24.0,1.0,46.0,3.0,False,B,,,,,,0b9c2303bcc61063f9a5653d77c90501,2022-03-05,partial history: below 28-day comparative gate
1339,116,5.0,110873.79832150196,28.0,0.0,56.0,0.0,False,B,,,,,,bbcad50219ee8a1484b4c6f000eb4e68,2022-06-15,partial history: below 28-day comparative gate
498,46,0.0,,0.0,0.0,0.0,0.0,False,B,,,,,,4b5eb55e64b6bc941796bf114149cab7,2020-03-05,partial history: below 28-day comparative gate
1333,108,0.0,,0.0,1.0,0.0,4.0,False,B,,,,,,a6c1b8b62cc50f9022f018b5198648a0,2022-06-15,partial history: below 28-day comparative gate
707,104,7.0,46920.77971243572,15.0,0.0,40.0,0.0,False,B,,,,,,62caae288910745b5eb9dde5a9873179,2020-09-29,partial history: below 28-day comparative gate
1165,118,0.0,,0.0,0.0,0.0,1.0,False,B,,,,,,59cf760cd019690c9007452187578915,2022-01-19,partial history: below 28-day comparative gate
167,47,6.0,2796.5863401933334,24.0,5.0,51.0,14.0,True,C,17427.184466534418,38117.750957587814,-0.38382637377058265,-83.95273576426736,False,c21d2515be8477a92181b9c0035a9884,2019-04-14,
1311,315,0.0,,0.0,9.0,0.0,17.0,False,B,,,,,,a7cb6ba9ef6b3878a4284b0d63afecd7,2022-06-15,partial history: below 28-day comparative gate
344,72,1.0,0.0,26.0,8.0,33.0,10.0,False,C,23841.294594709456,38880.651286142966,,,,3528757eaf1d15ee6c778eb79cd02de7,2019-10-08,insufficient recent data (<4 days) for deviation statement
1185,190,0.0,,0.0,5.0,0.0,7.0,False,B,,,,,,0107c61e54459068bb83f6be2058d65d,2022-01-24,partial history: below 28-day comparative gate
1346,152,0.0,,0.0,3.0,0.0,7.0,False,B,,,,,,a7a320d21e232075512a494c982dc17f,2022-06-15,partial history: below 28-day comparative gate
521,81,6.0,1853.9764911645,27.0,6.0,55.0,10.0,True,C,5627.243733624296,6637.317529146836,-0.5684928023844015,-67.05355980785954,False,4a8ac645226348425b0a43a8373e394d,2020-03-27,
1324,94,,,,,,,,A,,,,,,c7d47e96f38254e31508ca2c19b24d29,2022-06-15,below descriptive sufficiency gate
1327,170,6.0,11817.973409485,28.0,0.0,55.0,3.0,False,B,,,,,,2d06da49889845dc3af964bafb630b0a,2022-06-15,partial history: below 28-day comparative gate
1326,184,7.0,32621.138124868572,28.0,5.0,56.0,8.0,True,C,1992.747034629036,1169.185393095972,26.196351127117975,1536.9934345902177,True,557b44c8daf2ddb5d02313f20f2505b9,2022-06-15,
1315,124,0.0,,0.0,0.0,0.0,0.0,False,B,,,,,,0f2be96bde481cd3898f147a995a7d56,2022-06-09,partial history: below 28-day comparative gate
1327,348,0.0,,0.0,0.0,0.0,0.0,False,B,,,,,,bd6de07de02a8c2e98018a1c7daecc87,2022-05-30,partial history: below 28-day comparative gate
1326,210,4.0,22236.4918976,28.0,5.0,55.0,11.0,True,C,19903.558027786967,60834.6716873294,0.03834875417432286,11.721190083481911,False,0f727c1018c74fbb7142e8c7a77840d6,2022-06-15,
710,54,0.0,,0.0,0.0,0.0,0.0,False,B,,,,,,429cf5f822600da91a6f4227c0af86c6,2020-10-09,partial history: below 28-day comparative gate
1345,188,7.0,75878.02337138142,28.0,2.0,56.0,4.0,False,B,,,,,,d038cb570b5de5840c0677e72d2ba198,2022-06-15,partial history: below 28-day comparative gate
893,208,7.0,37604.991265714285,24.0,4.0,51.0,8.0,True,C,67437.98762389626,92815.64166939806,-0.32142207737403505,-44.23767287446582,False,0ba15aa0582c5e825710d42fe3eb231d,2021-04-24,
1319,182,7.0,39440.19147512857,27.0,1.0,55.0,3.0,False,B,,,,,,b855dfddb71e240c1990b539533cd1f6,2022-06-15,partial history: below 28-day comparative gate
1200,121,0.0,,0.0,1.0,0.0,1.0,False,B,,,,,,f066d6d9013a60a4b65eda0f2518f61a,2022-02-15,partial history: below 28-day comparative gate
791,49,6.0,9173.043070361,28.0,0.0,52.0,1.0,False,B,,,,,,54446e36f4601e2c4ab70c355baccc32,2021-01-10,partial history: below 28-day comparative gate
1312,160,0.0,,0.0,0.0,0.0,0.0,False,B,,,,,,1d0fa4dfa0545bedeaa6045c70b6d19c,2022-06-15,partial history: below 28-day comparative gate
799,158,7.0,2426.566671104286,24.0,3.0,24.0,5.0,False,C,17506.846848090416,16339.281080380628,-0.92294637094491,-86.13932770326961,False,bea4c7250c8631ddfacf57dfa386caba,2021-01-07,
1009,177,0.0,,0.0,3.0,0.0,8.0,False,B,,,,,,12f90c19f2c2b74ec542b62e74e7cad1,2021-08-23,partial history: below 28-day comparative gate
772,90,4.0,9974.892394875,27.0,2.0,52.0,6.0,False,B,,,,,,6294895f1093b3878b385812d65c3197,2020-12-31,partial history: below 28-day comparative gate
990,109,6.0,6403.508810078335,28.0,0.0,56.0,3.0,False,B,,,,,,f7472689b3556548c03d3b064d6ab9a8,2021-08-06,partial history: below 28-day comparative gate
1318,166,5.0,33824.475505962,27.0,5.0,54.0,7.0,False,C,21301.135001566665,27242.001925506473,0.45970705598804873,58.79189303046182,False,58863d024fc04ff1c3082e2c81e14cf2,2022-06-15,
1162,138,0.0,,0.0,0.0,0.0,0.0,False,B,,,,,,7d41e1ac6994aa87a10a923b31b16cd8,2022-01-09,partial history: below 28-day comparative gate
379,69,6.0,7548.02229623,26.0,1.0,54.0,6.0,False,B,,,,,,50e32d5c464c892af7aa4b6a666e876d,2019-11-19,partial history: below 28-day comparative gate
1268,322,6.0,3852.998362038333,27.0,2.0,54.0,9.0,True,B,,,,,,169d3212668c4eed434dafd32e33c946,2022-04-29,partial history: below 28-day comparative gate
1320,164,0.0,,0.0,0.0,0.0,3.0,False,B,,,,,,97487f1632fbab90426f6760a0fe94ea,2022-06-15,partial history: below 28-day comparative gate
1318,132,0.0,,0.0,3.0,0.0,7.0,False,B,,,,,,b17eeda399b312140dc40b8445a8e0a5,2022-06-15,partial history: below 28-day comparative gate
804,52,6.0,102678.91575622333,26.0,2.0,51.0,4.0,False,B,,,,,,5e8e425fb65143d25c73b88bd26638eb,2021-01-08,partial history: below 28-day comparative gate
1102,103,5.0,14537.413108771998,25.0,2.0,53.0,3.0,False,B,,,,,,84875d7ec9c81d58d687aa4805c35c77,2021-11-18,partial history: below 28-day comparative gate
1317,239,7.0,68098.26417615286,28.0,6.0,56.0,10.0,True,C,42712.488311950714,60792.30109033267,0.4175820853775685,59.43408325639355,False,5c446b55e04c641913c09fd39d01d32b,2022-06-15,
1201,165,0.0,,0.0,0.0,0.0,0.0,False,B,,,,,,f5529fbae87a8d170937d3e39d5a63cc,2022-02-23,partial history: below 28-day comparative gate
781,49,0.0,,0.0,3.0,23.0,6.0,False,B,,,,,,374d8bd8b755b55ed5a9b08304db6cee,2020-12-23,partial history: below 28-day comparative gate
1325,180,5.0,23986.1748587,28.0,3.0,56.0,4.0,False,C,19450.078608632142,29531.817386400653,0.15360030812586298,23.3217373633374,False,03a0ce5623bfeb8aa3113605f7682215,2022-06-15,
1298,169,0.0,,25.0,0.0,53.0,6.0,False,B,,,,,,fe8ddda4ae8c71f7054ca024b82f5c98,2022-06-02,partial history: below 28-day comparative gate
961,74,6.0,16433.210344366667,3.0,0.0,3.0,0.0,False,B,,,,,,a52b5e80b4c7a8e05f8cc0a16ae4ea9f,2021-06-19,partial history: below 28-day comparative gate
728,97,7.0,5645.933882043143,28.0,4.0,47.0,8.0,True,C,7349.895842127501,10345.56096802442,-0.1647046463068445,-23.18348445589848,False,6b0083d00297f9c03e00b2cde889b666,2020-11-10,
